Brand Name,Category,POS Terminal Name
AL SAFI Cafeteria,Food & Beverages,AL SAFI CAFE ZINJ
AL KHALIFA Sweets,Shopping/Grocery,AL ALAWI SWEE AWALI
AL KHALIFA Supermarket,Shopping/Grocery,AL SAFI SUPE ZINJ
Royal Pharmacy,Health/Pharmacy,ROYAL PHAR HOORA
Delmon Sweets,Shopping/Grocery,DELMON SWEE BUSAI
FAKHRO Trading,Services/Trading,AL ZAYANI TRAD AALI
AL ALAWI Trading,Services/Trading,KANOO TRAD RIFFA
HUSSAIN Sweets,Shopping/Grocery,SALMAN SWEE SEEF
FATIMA Garage,Automotive,FATIMA GARA JUFFA
NOOR Cold Store,Shopping/Grocery,EBRAHIM COLD SAAR
HASSAN Supermarket,Shopping/Grocery,SALMAN SUPE TUBLI
AL MOAYYED Roastery,Shopping/Grocery,YATEEM ROAS SITRA
EBRAHIM Services,Services/Trading,SARA SERV DIRAZ
AL ALAWI Optics,Health/Pharmacy,SHIRAZI OPTI ZINJ
MARYAM Sweets,Shopping/Grocery,YOUSEF SWEE HAMAD
KHALID Jewellery,Retail,SARA JEWE ISA T
SHIRAZI Trading,Services/Trading,AL ALAWI TRAD AWALI
TARIQ Salon,Retail,TARIQ SALO AWALI
Pearl Laundry,Services/Trading,PEARL LAUN AWALI
AL MOAYYED Clinic,Health/Pharmacy,AL KOOHEJI CLIN HOORA
Oasis Pharmacy,Health/Pharmacy,OASIS PHAR DIRAZ
MARYAM Supermarket,Shopping/Grocery,FATIMA SUPE TUBLI
AL ZAYANI Cafeteria,Food & Beverages,AL JISHI CAFE ISA T
Sun Salon,Retail,SUN SALO JUFFA
SALMAN Pharmacy,Health/Pharmacy,JASSIM PHAR SEEF
ABDULLA Contracting,Services/Trading,NOOR CONT SAAR
YATEEM Pharmacy,Health/Pharmacy,AL NOAIMI PHAR HOORA
AL MOAYYED Services,Services/Trading,AL NOAIMI SERV JUFFA
KANOO Jewellery,Retail,AL DOSSARY JEWE AWALI
ABDULLA Pharmacy,Health/Pharmacy,KHALID PHAR HOORA
Oasis Cold Store,Shopping/Grocery,OASIS COLD DIRAZ
Island Supermarket,Shopping/Grocery,ISLAND SUPE BUDAI
SALMAN Pharmacy,Health/Pharmacy,ABDULLA PHAR SEEF
KANOO Roastery,Shopping/Grocery,SHIRAZI ROAS ZINJ
YATEEM Laundry,Services/Trading,AL MAHMOOD LAUN AMWAJ
NOOR Laundry,Services/Trading,MARYAM LAUN BUSAI
KANOO Clinic,Health/Pharmacy,AL QASSAB CLIN MUHAR
Delmon Roastery,Shopping/Grocery,DELMON ROAS ZALLA
Moon Supermarket,Shopping/Grocery,MOON SUPE JUFFA
ABDULLA Services,Services/Trading,SALMAN SERV JUFFA
FAKHRO Garage,Automotive,SHIRAZI GARA MANAM
JASSIM Salon,Retail,FATIMA SALO ZINJ
FAKHRO Cafeteria,Food & Beverages,AL QASSAB CAFE ZINJ
HASSAN Contracting,Services/Trading,AHMED CONT ZALLA
AL KOOHEJI Garage,Automotive,AL DOSSARY GARA JUFFA
Royal Supermarket,Shopping/Grocery,ROYAL SUPE BUSAI
HUSSAIN Cafeteria,Food & Beverages,TARIQ CAFE ISA T
Sun Salon,Retail,SUN SALO ZALLA
MOHAMMED Contracting,Services/Trading,SARA CONT RIFFA
Delmon Jewellery,Retail,DELMON JEWE AWALI
Arabian Laundry,Services/Trading,ARABIAN LAUN MUHAR
FAKHRO Roastery,Shopping/Grocery,AL MAJED ROAS ZALLA
Capital Cafeteria,Food & Beverages,CAPITAL CAFE DIRAZ
Capital Optics,Health/Pharmacy,CAPITAL OPTI SITRA
Star Roastery,Shopping/Grocery,STAR ROAS MUHAR
Tylos Clinic,Health/Pharmacy,TYLOS CLIN AMWAJ
HASSAN Laundry,Services/Trading,HASSAN LAUN ZALLA
AL KOOHEJI Sweets,Shopping/Grocery,AL DOSSARY SWEE HOORA
Royal Trading,Services/Trading,ROYAL TRAD HAMAD
ALI Contracting,Services/Trading,ABDULLA CONT SITRA
Crown Salon,Retail,CROWN SALO SITRA
AL MAHMOOD Contracting,Services/Trading,AL ALAWI CONT AMWAJ
AL ALAWI Trading,Services/Trading,AL MAHMOOD TRAD SITRA
Crown Services,Services/Trading,CROWN SERV GALAL
Capital Salon,Retail,CAPITAL SALO HAMAD
FAKHRO Optics,Health/Pharmacy,AL MAHMOOD OPTI MUHAR
SARA Laundry,Services/Trading,FATIMA LAUN DIRAZ
Capital Optics,Health/Pharmacy,CAPITAL OPTI ZALLA
AL ALAWI Jewellery,Retail,AL KHALIFA JEWE DIRAZ
Island Jewellery,Retail,ISLAND JEWE AALI
AL SAFI Contracting,Services/Trading,YATEEM CONT SAAR
MARYAM Cold Store,Shopping/Grocery,SARA COLD ZALLA
FAKHRO Laundry,Services/Trading,AL JISHI LAUN HOORA
KHALID Cafeteria,Food & Beverages,MOHAMMED CAFE SITRA
AL ZAYANI Supermarket,Shopping/Grocery,YATEEM SUPE MANAM
YOUSEF Optics,Health/Pharmacy,EBRAHIM OPTI SITRA
AL TAWEEL Salon,Retail,AL ZAYANI SALO SITRA
AL MOAYYED Optics,Health/Pharmacy,AL TAWEEL OPTI DIRAZ
Capital Salon,Retail,CAPITAL SALO TUBLI
Gulf Boutique,Retail,GULF BOUT SITRA
NOOR Laundry,Services/Trading,MARYAM LAUN AWALI
JASSIM Cafeteria,Food & Beverages,KHALID CAFE RIFFA
TARIQ Trading,Services/Trading,KHALID TRAD ISA T
Royal Clinic,Health/Pharmacy,ROYAL CLIN BUDAI
AL MAHMOOD Contracting,Services/Trading,AL ALAWI CONT SITRA
ALI Laundry,Services/Trading,AHMED LAUN MANAM
AL MAHMOOD Jewellery,Retail,AL QASSAB JEWE BUDAI
YATEEM Services,Services/Trading,SHIRAZI SERV MANAM
Island Pharmacy,Health/Pharmacy,ISLAND PHAR RIFFA
ABDULLA Contracting,Services/Trading,KHALID CONT AALI
SARA Laundry,Services/Trading,AHMED LAUN SAAR
AL TAWEEL Contracting,Services/Trading,AL KHALIFA CONT ISA T
ABDULLA Boutique,Retail,MOHAMMED BOUT DIRAZ
HASSAN Services,Services/Trading,HASSAN SERV HAMAD
Moon Laundry,Services/Trading,MOON LAUN AALI
AL QASSAB Jewellery,Retail,AL QASSAB JEWE BUSAI
Bahrain Cold Store,Shopping/Grocery,BAHRAIN COLD SEEF
Gulf Services,Services/Trading,GULF SERV SEEF
Island Cold Store,Shopping/Grocery,ISLAND COLD HOORA
Sun Cold Store,Shopping/Grocery,SUN COLD SEEF
AL MAJED Cold Store,Shopping/Grocery,AL KOOHEJI COLD ISA T
MOHAMMED Services,Services/Trading,FATIMA SERV AALI
SHIRAZI Cafeteria,Food & Beverages,SHIRAZI CAFE SAAR
AL MAJED Optics,Health/Pharmacy,AL ALAWI OPTI ISA T
Delmon Garage,Automotive,DELMON GARA SITRA
ABDULLA Trading,Services/Trading,FATIMA TRAD AWALI
AL MAJED Salon,Retail,KANOO SALO MANAM
FATIMA Laundry,Services/Trading,HUSSAIN LAUN TUBLI
AHMED Services,Services/Trading,MOHAMMED SERV MUHAR
ZAINAB Garage,Automotive,ABDULLA GARA ZALLA
ABDULLA Garage,Automotive,ABDULLA GARA MUHAR
Bahrain Clinic,Health/Pharmacy,BAHRAIN CLIN SAAR
AL DOSSARY Boutique,Retail,YATEEM BOUT ZALLA
TARIQ Cold Store,Shopping/Grocery,YOUSEF COLD SITRA
KHALID Optics,Health/Pharmacy,MARYAM OPTI BUDAI
ABDULLA Clinic,Health/Pharmacy,AHMED CLIN ZALLA
AL KOOHEJI Contracting,Services/Trading,AL MAHMOOD CONT RIFFA
Moon Trading,Services/Trading,MOON TRAD AWALI
Oasis Trading,Services/Trading,OASIS TRAD BUSAI
AL SAFI Jewellery,Retail,AL ZAYANI JEWE ISA T
Sun Boutique,Retail,SUN BOUT ZALLA
AL KOOHEJI Services,Services/Trading,AL NOAIMI SERV TUBLI
AL MOAYYED Services,Services/Trading,AL ZAYANI SERV SAAR
Delmon Salon,Retail,DELMON SALO MANAM
ABDULLA Garage,Automotive,HASSAN GARA HAMAD
ALI Jewellery,Retail,FATIMA JEWE SEEF
YOUSEF Cafeteria,Food & Beverages,SALMAN CAFE SEEF
JASSIM Garage,Automotive,HUSSAIN GARA RIFFA
ABDULLA Sweets,Shopping/Grocery,ALI SWEE ZALLA
AL JISHI Supermarket,Shopping/Grocery,YATEEM SUPE BUSAI
AL MAHMOOD Optics,Health/Pharmacy,AL TAWEEL OPTI TUBLI
AL MAJED Contracting,Services/Trading,AL ZAYANI CONT BUDAI
KANOO Cafeteria,Food & Beverages,SHIRAZI CAFE AMWAJ
SARA Clinic,Health/Pharmacy,SARA CLIN ISA T
AL TAWEEL Laundry,Services/Trading,AL KOOHEJI LAUN MANAM
Oasis Trading,Services/Trading,OASIS TRAD SEEF
SHIRAZI Services,Services/Trading,AL DOSSARY SERV MANAM
AL ZAYANI Services,Services/Trading,AL MOAYYED SERV HOORA
AL NOAIMI Laundry,Services/Trading,AL KHALIFA LAUN DIRAZ
AL KHALIFA Laundry,Services/Trading,AL TAWEEL LAUN AWALI
Southern Cold Store,Shopping/Grocery,SOUTHERN COLD ZINJ
HUSSAIN Garage,Automotive,NOOR GARA HAMAD
EBRAHIM Sweets,Shopping/Grocery,ZAINAB SWEE BUDAI
Bahrain Contracting,Services/Trading,BAHRAIN CONT RIFFA
KANOO Sweets,Shopping/Grocery,AL KHALIFA SWEE SAAR
Capital Garage,Automotive,CAPITAL GARA ZALLA
AL MAHMOOD Optics,Health/Pharmacy,AL TAWEEL OPTI SITRA
Moon Pharmacy,Health/Pharmacy,MOON PHAR JUFFA
AL MAHMOOD Optics,Health/Pharmacy,KANOO OPTI BUDAI
Southern Salon,Retail,SOUTHERN SALO ZINJ
MOHAMMED Optics,Health/Pharmacy,YOUSEF OPTI JUFFA
Royal Cafeteria,Food & Beverages,ROYAL CAFE AALI
AL SAFI Optics,Health/Pharmacy,AL KHALIFA OPTI AALI
AL MOAYYED Supermarket,Shopping/Grocery,AL TAWEEL SUPE MANAM
YATEEM Optics,Health/Pharmacy,AL MAHMOOD OPTI JUFFA
AL DOSSARY Salon,Retail,AL ALAWI SALO HOORA
EBRAHIM Salon,Retail,AHMED SALO BUSAI
AL NOAIMI Clinic,Health/Pharmacy,AL KHALIFA CLIN AALI
Royal Contracting,Services/Trading,ROYAL CONT GALAL
Island Salon,Retail,ISLAND SALO SITRA
AL SAFI Cold Store,Shopping/Grocery,KANOO COLD AWALI
Gulf Clinic,Health/Pharmacy,GULF CLIN HAMAD
KANOO Contracting,Services/Trading,AL KHALIFA CONT AMWAJ
KHALID Sweets,Shopping/Grocery,SALMAN SWEE SITRA
HUSSAIN Services,Services/Trading,HUSSAIN SERV SEEF
HUSSAIN Optics,Health/Pharmacy,ZAINAB OPTI DIRAZ
ALI Roastery,Shopping/Grocery,KHALID ROAS AMWAJ
YATEEM Clinic,Health/Pharmacy,AL MAHMOOD CLIN HOORA
Moon Roastery,Shopping/Grocery,MOON ROAS SITRA
AL MAJED Pharmacy,Health/Pharmacy,AL KOOHEJI PHAR RIFFA
MOHAMMED Cafeteria,Food & Beverages,MARYAM CAFE MUHAR
AL KOOHEJI Laundry,Services/Trading,AL MAJED LAUN AALI
EBRAHIM Boutique,Retail,HASSAN BOUT ZALLA
AL NOAIMI Clinic,Health/Pharmacy,AL ALAWI CLIN SAAR
KANOO Cafeteria,Food & Beverages,AL TAWEEL CAFE JUFFA
AL KOOHEJI Garage,Automotive,AL NOAIMI GARA DIRAZ
AL TAWEEL Roastery,Shopping/Grocery,AL DOSSARY ROAS GALAL
Bahrain Sweets,Shopping/Grocery,BAHRAIN SWEE SEEF
Arabian Salon,Retail,ARABIAN SALO DIRAZ
NOOR Garage,Automotive,HASSAN GARA ZALLA
HASSAN Trading,Services/Trading,SARA TRAD MUHAR
TARIQ Jewellery,Retail,ABDULLA JEWE ZINJ
Capital Cold Store,Shopping/Grocery,CAPITAL COLD ZALLA
EBRAHIM Services,Services/Trading,HUSSAIN SERV SITRA
AL ZAYANI Laundry,Services/Trading,KANOO LAUN HAMAD
Arabian Cold Store,Shopping/Grocery,ARABIAN COLD JUFFA
Sun Garage,Automotive,SUN GARA ZINJ
AL ZAYANI Supermarket,Shopping/Grocery,AL DOSSARY SUPE MANAM
Crown Laundry,Services/Trading,CROWN LAUN BUDAI
AL JISHI Services,Services/Trading,AL KOOHEJI SERV GALAL
KHALID Trading,Services/Trading,TARIQ TRAD AWALI
TARIQ Pharmacy,Health/Pharmacy,SALMAN PHAR GALAL
Delmon Roastery,Shopping/Grocery,DELMON ROAS AWALI
AL NOAIMI Trading,Services/Trading,AL MAJED TRAD AMWAJ
JASSIM Clinic,Health/Pharmacy,HASSAN CLIN SITRA
EBRAHIM Roastery,Shopping/Grocery,AHMED ROAS HOORA
Royal Cafeteria,Food & Beverages,ROYAL CAFE ZINJ
KANOO Services,Services/Trading,AL ZAYANI SERV AWALI
JASSIM Supermarket,Shopping/Grocery,YOUSEF SUPE MUHAR
NOOR Services,Services/Trading,FATIMA SERV TUBLI
AL KOOHEJI Cafeteria,Food & Beverages,AL DOSSARY CAFE AWALI
SHIRAZI Cafeteria,Food & Beverages,FAKHRO CAFE JUFFA
Royal Clinic,Health/Pharmacy,ROYAL CLIN ISA T
AL MOAYYED Clinic,Health/Pharmacy,FAKHRO CLIN BUSAI
Southern Optics,Health/Pharmacy,SOUTHERN OPTI MUHAR
EBRAHIM Services,Services/Trading,KHALID SERV AALI
KANOO Sweets,Shopping/Grocery,AL ALAWI SWEE ISA T
AL SAFI Cafeteria,Food & Beverages,AL JISHI CAFE BUSAI
NOOR Trading,Services/Trading,SALMAN TRAD AMWAJ
EBRAHIM Optics,Health/Pharmacy,FATIMA OPTI TUBLI
SALMAN Cold Store,Shopping/Grocery,ALI COLD DIRAZ
Tylos Services,Services/Trading,TYLOS SERV TUBLI
Southern Supermarket,Shopping/Grocery,SOUTHERN SUPE TUBLI
KHALID Trading,Services/Trading,TARIQ TRAD ZALLA
MARYAM Laundry,Services/Trading,HASSAN LAUN BUSAI
Pearl Pharmacy,Health/Pharmacy,PEARL PHAR ZINJ
Island Pharmacy,Health/Pharmacy,ISLAND PHAR TUBLI
JASSIM Trading,Services/Trading,JASSIM TRAD BUDAI
MARYAM Sweets,Shopping/Grocery,HASSAN SWEE SEEF
EBRAHIM Optics,Health/Pharmacy,ZAINAB OPTI TUBLI
Star Cafeteria,Food & Beverages,STAR CAFE RIFFA
AL KHALIFA Laundry,Services/Trading,AL KHALIFA LAUN MUHAR
YOUSEF Salon,Retail,NOOR SALO GALAL
Oasis Trading,Services/Trading,OASIS TRAD SAAR
JASSIM Cold Store,Shopping/Grocery,ZAINAB COLD ZINJ
YOUSEF Garage,Automotive,HASSAN GARA TUBLI
Moon Contracting,Services/Trading,MOON CONT RIFFA
Capital Optics,Health/Pharmacy,CAPITAL OPTI MUHAR
Sun Roastery,Shopping/Grocery,SUN ROAS HOORA
Oasis Clinic,Health/Pharmacy,OASIS CLIN JUFFA
SARA Salon,Retail,SALMAN SALO SEEF
TARIQ Optics,Health/Pharmacy,ZAINAB OPTI MUHAR
AHMED Clinic,Health/Pharmacy,ABDULLA CLIN HOORA
AL KOOHEJI Salon,Retail,AL TAWEEL SALO JUFFA
Bahrain Cafeteria,Food & Beverages,BAHRAIN CAFE MUHAR
Arabian Clinic,Health/Pharmacy,ARABIAN CLIN AWALI
MOHAMMED Optics,Health/Pharmacy,MOHAMMED OPTI HAMAD
AL MAHMOOD Contracting,Services/Trading,AL ALAWI CONT AWALI
Crown Clinic,Health/Pharmacy,CROWN CLIN SAAR
ZAINAB Pharmacy,Health/Pharmacy,NOOR PHAR AWALI
AL SAFI Roastery,Shopping/Grocery,YATEEM ROAS AALI
AL DOSSARY Garage,Automotive,AL JISHI GARA DIRAZ
SALMAN Cold Store,Shopping/Grocery,JASSIM COLD BUSAI
Star Garage,Automotive,STAR GARA DIRAZ
JASSIM Optics,Health/Pharmacy,ALI OPTI RIFFA
FATIMA Trading,Services/Trading,ALI TRAD RIFFA
AL NOAIMI Roastery,Shopping/Grocery,KANOO ROAS ISA T
YOUSEF Contracting,Services/Trading,ZAINAB CONT MANAM
FATIMA Cafeteria,Food & Beverages,ABDULLA CAFE RIFFA
AL MAJED Jewellery,Retail,FAKHRO JEWE AALI
AL JISHI Pharmacy,Health/Pharmacy,KANOO PHAR HAMAD
AL KOOHEJI Trading,Services/Trading,AL MOAYYED TRAD ISA T
AL TAWEEL Laundry,Services/Trading,AL ALAWI LAUN SITRA
Pearl Roastery,Shopping/Grocery,PEARL ROAS AALI
Tylos Clinic,Health/Pharmacy,TYLOS CLIN HOORA
AL DOSSARY Sweets,Shopping/Grocery,AL ALAWI SWEE JUFFA
AL MAJED Salon,Retail,AL DOSSARY SALO MANAM
AL ZAYANI Contracting,Services/Trading,AL KHALIFA CONT JUFFA
Sun Clinic,Health/Pharmacy,SUN CLIN MANAM
AL KHALIFA Clinic,Health/Pharmacy,AL ALAWI CLIN BUDAI
Sun Sweets,Shopping/Grocery,SUN SWEE ZINJ
Oasis Clinic,Health/Pharmacy,OASIS CLIN HOORA
EBRAHIM Boutique,Retail,ZAINAB BOUT ZINJ
AL MAHMOOD Contracting,Services/Trading,AL JISHI CONT BUSAI
TARIQ Roastery,Shopping/Grocery,NOOR ROAS BUDAI
SARA Boutique,Retail,ZAINAB BOUT BUDAI
Gulf Laundry,Services/Trading,GULF LAUN SITRA
Pearl Supermarket,Shopping/Grocery,PEARL SUPE HOORA
AL NOAIMI Garage,Automotive,AL QASSAB GARA TUBLI
Bahrain Roastery,Shopping/Grocery,BAHRAIN ROAS AMWAJ
Crown Laundry,Services/Trading,CROWN LAUN MANAM
ZAINAB Clinic,Health/Pharmacy,EBRAHIM CLIN TUBLI
Southern Salon,Retail,SOUTHERN SALO GALAL
Oasis Supermarket,Shopping/Grocery,OASIS SUPE AALI
NOOR Trading,Services/Trading,MOHAMMED TRAD SITRA
AL JISHI Laundry,Services/Trading,AL MAHMOOD LAUN HAMAD
JASSIM Salon,Retail,TARIQ SALO MUHAR
YATEEM Jewellery,Retail,YATEEM JEWE TUBLI
ABDULLA Cafeteria,Food & Beverages,NOOR CAFE ISA T
KANOO Laundry,Services/Trading,AL TAWEEL LAUN AMWAJ
Bahrain Pharmacy,Health/Pharmacy,BAHRAIN PHAR ZINJ
AL KOOHEJI Optics,Health/Pharmacy,AL NOAIMI OPTI ISA T
SHIRAZI Supermarket,Shopping/Grocery,KANOO SUPE TUBLI
AL MOAYYED Laundry,Services/Trading,AL NOAIMI LAUN SITRA
AL JISHI Optics,Health/Pharmacy,AL JISHI OPTI MANAM
Arabian Boutique,Retail,ARABIAN BOUT BUDAI
Pearl Boutique,Retail,PEARL BOUT AWALI
Island Cold Store,Shopping/Grocery,ISLAND COLD AMWAJ
Oasis Salon,Retail,OASIS SALO AMWAJ
AL ALAWI Pharmacy,Health/Pharmacy,AL JISHI PHAR AWALI
Oasis Pharmacy,Health/Pharmacy,OASIS PHAR SEEF
Gulf Cafeteria,Food & Beverages,GULF CAFE BUSAI
AL KHALIFA Trading,Services/Trading,FAKHRO TRAD DIRAZ
AHMED Laundry,Services/Trading,EBRAHIM LAUN ISA T
Tylos Pharmacy,Health/Pharmacy,TYLOS PHAR MANAM
AL MAJED Contracting,Services/Trading,AL ALAWI CONT JUFFA
Crown Supermarket,Shopping/Grocery,CROWN SUPE MUHAR
Arabian Jewellery,Retail,ARABIAN JEWE HOORA
AL MOAYYED Pharmacy,Health/Pharmacy,AL TAWEEL PHAR TUBLI
Star Contracting,Services/Trading,STAR CONT MUHAR
ALI Boutique,Retail,ALI BOUT MANAM
Bahrain Roastery,Shopping/Grocery,BAHRAIN ROAS HAMAD
KHALID Cafeteria,Food & Beverages,SALMAN CAFE HOORA
AL JISHI Clinic,Health/Pharmacy,AL KHALIFA CLIN TUBLI
Star Supermarket,Shopping/Grocery,STAR SUPE MANAM
Southern Cafeteria,Food & Beverages,SOUTHERN CAFE HAMAD
AL SAFI Salon,Retail,KANOO SALO GALAL
ABDULLA Cold Store,Shopping/Grocery,HUSSAIN COLD TUBLI
AL DOSSARY Services,Services/Trading,AL ALAWI SERV BUDAI
MARYAM Boutique,Retail,ALI BOUT AALI
Gulf Boutique,Retail,GULF BOUT RIFFA
AL ALAWI Services,Services/Trading,AL DOSSARY SERV AWALI
AL KHALIFA Garage,Automotive,AL TAWEEL GARA SITRA
Arabian Garage,Automotive,ARABIAN GARA HOORA
SALMAN Boutique,Retail,ABDULLA BOUT GALAL
Tylos Laundry,Services/Trading,TYLOS LAUN TUBLI
Crown Garage,Automotive,CROWN GARA SAAR
AL MOAYYED Supermarket,Shopping/Grocery,KANOO SUPE GALAL
Bahrain Cafeteria,Food & Beverages,BAHRAIN CAFE BUDAI
Pearl Cold Store,Shopping/Grocery,PEARL COLD SAAR
SHIRAZI Contracting,Services/Trading,AL KHALIFA CONT DIRAZ
ALI Cafeteria,Food & Beverages,AHMED CAFE MUHAR
AL MOAYYED Roastery,Shopping/Grocery,AL SAFI ROAS ZINJ
AL ALAWI Trading,Services/Trading,AL KHALIFA TRAD HAMAD
JASSIM Optics,Health/Pharmacy,ALI OPTI AMWAJ
Bahrain Boutique,Retail,BAHRAIN BOUT JUFFA
KANOO Cafeteria,Food & Beverages,FAKHRO CAFE DIRAZ
YOUSEF Cafeteria,Food & Beverages,NOOR CAFE SAAR
HASSAN Boutique,Retail,ABDULLA BOUT HOORA
MOHAMMED Garage,Automotive,AHMED GARA AALI
FAKHRO Clinic,Health/Pharmacy,AL QASSAB CLIN BUDAI
AL ZAYANI Clinic,Health/Pharmacy,AL MAJED CLIN ISA T
Moon Laundry,Services/Trading,MOON LAUN SAAR
YOUSEF Sweets,Shopping/Grocery,ABDULLA SWEE HAMAD
AL QASSAB Cold Store,Shopping/Grocery,AL DOSSARY COLD JUFFA
AL NOAIMI Roastery,Shopping/Grocery,AL KOOHEJI ROAS SEEF
Island Services,Services/Trading,ISLAND SERV AALI
Bahrain Contracting,Services/Trading,BAHRAIN CONT SEEF
AL JISHI Cold Store,Shopping/Grocery,AL ZAYANI COLD JUFFA
JASSIM Jewellery,Retail,SARA JEWE SEEF
Delmon Trading,Services/Trading,DELMON TRAD MANAM
Pearl Supermarket,Shopping/Grocery,PEARL SUPE MANAM
NOOR Jewellery,Retail,TARIQ JEWE HAMAD
Bahrain Optics,Health/Pharmacy,BAHRAIN OPTI AWALI
AL QASSAB Clinic,Health/Pharmacy,AL NOAIMI CLIN SEEF
AL NOAIMI Laundry,Services/Trading,AL ZAYANI LAUN ZINJ
AL MAJED Services,Services/Trading,FAKHRO SERV RIFFA
Capital Roastery,Shopping/Grocery,CAPITAL ROAS ZINJ
Capital Contracting,Services/Trading,CAPITAL CONT BUSAI
AL SAFI Cold Store,Shopping/Grocery,AL MAHMOOD COLD HAMAD
EBRAHIM Roastery,Shopping/Grocery,ALI ROAS ZALLA
AL MAJED Laundry,Services/Trading,AL MAJED LAUN MANAM
YATEEM Trading,Services/Trading,AL MAJED TRAD RIFFA
Crown Contracting,Services/Trading,CROWN CONT HAMAD
SHIRAZI Salon,Retail,AL JISHI SALO ZALLA
Oasis Garage,Automotive,OASIS GARA JUFFA
Crown Roastery,Shopping/Grocery,CROWN ROAS MUHAR
Tylos Sweets,Shopping/Grocery,TYLOS SWEE HOORA
ZAINAB Optics,Health/Pharmacy,HASSAN OPTI ISA T
AL MAHMOOD Pharmacy,Health/Pharmacy,AL MAJED PHAR ZINJ
ZAINAB Cold Store,Shopping/Grocery,JASSIM COLD ZINJ
HASSAN Services,Services/Trading,ZAINAB SERV ISA T
AL MAJED Trading,Services/Trading,AL KOOHEJI TRAD MUHAR
Gulf Pharmacy,Health/Pharmacy,GULF PHAR AWALI
Tylos Contracting,Services/Trading,TYLOS CONT RIFFA
AL MOAYYED Sweets,Shopping/Grocery,AL ZAYANI SWEE ZALLA
NOOR Optics,Health/Pharmacy,MOHAMMED OPTI ISA T
NOOR Clinic,Health/Pharmacy,MOHAMMED CLIN SITRA
Tylos Jewellery,Retail,TYLOS JEWE ZALLA
AL NOAIMI Jewellery,Retail,AL ZAYANI JEWE RIFFA
AL DOSSARY Salon,Retail,AL QASSAB SALO ZINJ
KANOO Optics,Health/Pharmacy,YATEEM OPTI BUSAI
JASSIM Supermarket,Shopping/Grocery,MOHAMMED SUPE BUSAI
Royal Sweets,Shopping/Grocery,ROYAL SWEE JUFFA
AL MAHMOOD Optics,Health/Pharmacy,FAKHRO OPTI ISA T
AL MAHMOOD Sweets,Shopping/Grocery,AL SAFI SWEE SEEF
NOOR Optics,Health/Pharmacy,YOUSEF OPTI ZALLA
SALMAN Jewellery,Retail,KHALID JEWE RIFFA
AL DOSSARY Boutique,Retail,AL MAHMOOD BOUT RIFFA
Star Contracting,Services/Trading,STAR CONT DIRAZ
SALMAN Contracting,Services/Trading,YOUSEF CONT SAAR
EBRAHIM Clinic,Health/Pharmacy,ABDULLA CLIN RIFFA
AL DOSSARY Roastery,Shopping/Grocery,AL KOOHEJI ROAS BUDAI
Gulf Sweets,Shopping/Grocery,GULF SWEE ISA T
Gulf Boutique,Retail,GULF BOUT HAMAD
Pearl Garage,Automotive,PEARL GARA DIRAZ
KANOO Services,Services/Trading,FAKHRO SERV JUFFA
FATIMA Services,Services/Trading,HASSAN SERV RIFFA
ZAINAB Cold Store,Shopping/Grocery,JASSIM COLD TUBLI
ABDULLA Trading,Services/Trading,EBRAHIM TRAD SAAR
AL MOAYYED Salon,Retail,YATEEM SALO DIRAZ
Oasis Laundry,Services/Trading,OASIS LAUN SEEF
NOOR Cold Store,Shopping/Grocery,HASSAN COLD RIFFA
YATEEM Boutique,Retail,AL MAJED BOUT RIFFA
AL MAHMOOD Garage,Automotive,AL ZAYANI GARA ISA T
Tylos Garage,Automotive,TYLOS GARA AWALI
SALMAN Supermarket,Shopping/Grocery,SALMAN SUPE ZINJ
ABDULLA Boutique,Retail,JASSIM BOUT ISA T
AL KOOHEJI Optics,Health/Pharmacy,AL MAHMOOD OPTI ZINJ
AL ALAWI Optics,Health/Pharmacy,AL DOSSARY OPTI ZALLA
Island Cafeteria,Food & Beverages,ISLAND CAFE SAAR
AHMED Boutique,Retail,EBRAHIM BOUT RIFFA
Arabian Garage,Automotive,ARABIAN GARA BUSAI
MARYAM Optics,Health/Pharmacy,KHALID OPTI BUSAI
SARA Pharmacy,Health/Pharmacy,MOHAMMED PHAR BUSAI
Star Jewellery,Retail,STAR JEWE SITRA
AL KHALIFA Cold Store,Shopping/Grocery,AL ZAYANI COLD ZALLA
AL JISHI Optics,Health/Pharmacy,AL MAHMOOD OPTI AALI
Star Pharmacy,Health/Pharmacy,STAR PHAR ZINJ
AL MOAYYED Trading,Services/Trading,AL ALAWI TRAD JUFFA
TARIQ Contracting,Services/Trading,ZAINAB CONT JUFFA
AL TAWEEL Trading,Services/Trading,AL MAHMOOD TRAD SEEF
FAKHRO Garage,Automotive,YATEEM GARA AMWAJ
KHALID Clinic,Health/Pharmacy,AHMED CLIN ISA T
AL TAWEEL Roastery,Shopping/Grocery,AL ALAWI ROAS ISA T
HASSAN Sweets,Shopping/Grocery,ABDULLA SWEE SEEF
KHALID Garage,Automotive,AHMED GARA RIFFA
FATIMA Cafeteria,Food & Beverages,MARYAM CAFE SITRA
MARYAM Clinic,Health/Pharmacy,MOHAMMED CLIN SAAR
TARIQ Clinic,Health/Pharmacy,EBRAHIM CLIN AMWAJ
Crown Pharmacy,Health/Pharmacy,CROWN PHAR HOORA
Tylos Pharmacy,Health/Pharmacy,TYLOS PHAR RIFFA
